,carat,cut,color,clarity,depth,table,price,x,y,z
8813,1.02,Ideal,H,SI1,61.6,56.0,4476,6.51,6.55,4.02
8814,1.02,Very Good,H,SI1,61.9,61.0,4476,6.34,6.42,3.95
8815,1.16,Premium,F,SI2,61.9,59.0,4476,6.71,6.66,4.14
8816,1.16,Good,F,SI2,63.7,63.0,4476,6.63,6.55,4.2
8817,1.08,Premium,I,SI1,,58.0,4476,6.6,6.56,4.09
8818,1.01,Very Good,H,VS2,61.9,62.0,4477,6.37,6.45,3.97
8819,1.04,Premium,H,VS2,58.7,62.0,4477,6.67,6.65,3.91
8820,1.23,Very Good,G,SI2,61.0,63.0,4477,6.91,6.85,4.2
8821,1.02,Good,E,SI2,64.3,58.0,4478,6.36,6.26,4.06
8822,1.16,Ideal,I,SI2,62.6,56.0,4478,6.68,6.73,4.2
8823,1.03,Very Good,D,SI2,61.8,60.0,4478,6.42,6.45,3.98
8824,1.12,Very Good,G,SI2,63.3,58.0,4478,6.7,6.63,4.22
8825,1.02,Ideal,E,SI2,62.8,55.0,4478,6.43,6.4,4.03
8826,1.02,Ideal,E,SI2,62.4,55.0,4478,6.47,6.44,4.03
8827,1.02,Premium,E,SI2,62.9,56.0,4478,6.43,6.36,4.02
8828,1.02,Ideal,E,SI2,63.0,57.0,4478,6.44,6.39,4.04
8829,0.98,Premium,E,SI2,61.7,61.0,4478,6.38,6.34,3.93
8830,1.12,Premium,G,SI2,62.8,58.0,4478,6.62,6.57,4.14
8831,1.02,Good,I,VS1,63.7,58.0,4478,6.33,6.26,4.01
8832,1.02,Premium,E,SI2,59.9,58.0,4478,6.6,6.55,3.94
8833,1.02,Premium,E,SI2,58.7,59.0,4478,6.61,6.57,3.87
8834,1.02,Premium,E,SI2,59.6,59.0,4478,6.59,6.54,3.91
8835,1.02,Very Good,E,SI2,63.3,59.0,4478,6.42,6.32,4.03
8836,1.02,Premium,*'E,SI2,60.5,58.0,4478,6.58,6.54,3.97
8837,1.01,Good,F,SI1,63.3,58.0,4479,6.31,6.4,4.02
8838,1.01,Good,E,SI2,63.2,59.0,4479,6.34,6.38,4.02
8839,1.01,Ideal,E,SI2,,57.0,4479,6.47,6.51,3.95
8840,0.9,Good,G,VS1,63.9,60.0,4479,6.09,6.14,3.91
8841,0.9,Ideal,G,VS1,61.4,57.0,4479,6.18,6.32,3.84
8842,0.98,Very Good,H,SI2,62.2,60.0,4479,6.31,6.36,3.94
8843,1.0,Premium,F,SI2,58.2,59.0,4480,6.51,6.49,3.78
8844,1.0,Ideal,E,SI1,62.6,56.0,4480,6.37,6.29,3.96
8845,0.96,Premium,F,SI1,60.6,62.0,4480,6.39,6.35,3.86
8846,1.01,Good,E,SI1,64.1,62.0,4480,6.26,6.19,3.99
8847,1.01,Fair,E,SI1,65.1,61.0,4480,6.27,6.24,4.07
8848,1.01,Good,E,SI1,64.1,59.0,4480,6.35,6.31,4.06
8849,1.01,Premium,E,SI1,62.4,58.0,4480,6.42,6.37,3.99
8850,1.01,Fair,E,SI1,64.8,58.0,4480,6.34,6.29,4.09
8851,1.01,Good,E,SI1,59.3,64.0,4480,6.49,6.47,3.84
8852,1.0,Fair,E,VS2,66.4,51.0,4480,6.31,6.22,4.16
8853,1.0,Very Good,E,SI2,63.5,54.0,4480,6.41,6.35,4.05
8854,1.01,Fair,G,VS2,66.8,56.0,4480,6.15,6.09,4.09
8855,1.0,Premium,F,SI2,61.6,58.0,4480,6.44,6.35,3.94
8856,1.0,Premium,G,SI2,62.2,59.0,4480,6.39,6.35,3.96
8857,1.08,Very Good,H,SI2,63.0,59.0,4481,6.51,6.54,4.11
8858,1.13,Ideal,I,SI2,61.4,56.0,4481,6.69,6.71,4.12
8859,0.97,Premium,F,SI1,62.7,59.0,4481,6.31,6.28,3.95
8860,0.9,Very Good,E,VS2,63.3,59.0,4482,6.08,6.12,3.86
8861,0.71,Premium,D,VVS1,59.7,59.0,4482,5.81,5.88,3.49
8862,0.92,Premium,E,SI1,62.2,58.0,4482,6.23,6.18,3.86
8863,0.9,Ideal,G,VS2,62.0,57.0,4482,6.22,6.19,3.85
8864,0.92,Fair,E,SI1,66.8,55.0,4482,6.04,5.99,4.02
8865,0.92,Premium,E,SI1,62.1,58.0,4482,6.22,6.15,3.84
8866,1.15,Very Good,H,SI2,63.0,54.0,4483,6.64,6.73,4.21
8867,1.06,Premium,D,SI2,59.8,61.0,4483,6.63,6.58,3.95
8868,1.04,Ideal,H,SI2,60.7,57.0,4484,6.51,6.43,3.93
8869,1.04,Ideal,I,SI1,62.2,56.0,4484,6.51,6.47,4.04
8870,0.9,Very Good,G,VS2,58.5,59.0,4484,6.35,6.36,3.72
8871,1.04,Premium,E,SI2,59.2,58.0,4484,6.64,6.7,3.95
8872,1.01,Very Good,F,SI2,61.9,57.0,4484,6.42,6.35,3.95
8873,1.04,Ideal,I,SI1,61.8,59.0,4484,6.46,6.48,4.0
8874,1.04,Very Good,H,SI1,58.9,63.0,4484,6.59,6.55,3.87
8875,1.04,Ideal,H,SI2,62.1,56.0,4484,6.5,6.48,4.03
8876,1.1,Ideal,G,SI1,62.5,57.0,4484,6.61,6.58,4.12
8877,0.9,Very Good,H,VVS1,63.5,57.0,4485,6.02,6.07,3.84
8878,1.08,Premium,G,SI1,61.2,59.0,4485,6.61,6.66,4.06
8879,1.02,Ideal,J,VS2,62.0,56.0,4485,6.42,6.45,3.99
8880,0.9,Good,G,VVS2,62.6,63.0,4485,6.1,6.14,3.83
8881,1.04,Very Good,E,SI2,60.9,59.0,4486,6.58,6.62,4.02
8882,1.01,Ideal,J,VS2,61.3,57.0,4486,6.47,6.54,3.99
8883,1.04,Ideal,F,SI2,62.4,56.0,4486,6.4,6.48,4.02
8884,1.02,Premium,G,SI2,60.9,59.0,4486,6.56,6.45,3.96
8885,0.9,Premium,G,VVS2,63.0,58.0,4486,6.15,6.07,3.85
8886,1.02,Very Good,H,SI1,,55.0,4487,6.31,6.35,4.02
8887,0.94,Very Good,G,VS2,62.9,58.6,4488,6.1,6.25,3.89
8888,1.06,Good,F,SI1,57.0,64.0,4488,6.8,6.71,3.85
8889,1.06,Very Good,F,SI1,59.5,63.0,4488,6.62,6.59,3.93
8890,1.17,Ideal,I,SI2,62.2,56.0,4488,6.72,6.79,4.2
8891,0.92,Ideal,I,SI1,61.8,57.0,4488,6.22,6.27,3.86
8892,1.01,Good,H,SI1,57.1,58.0,4488,6.6,6.64,3.78
8893,1.08,Premium,F,SI2,60.2,59.0,4488,6.65,6.6,3.99
8894,1.08,Premium,F,SI2,62.6,56.0,4488,6.61,6.55,4.12
8895,1.08,Ideal,G,SI2,62.3,56.0,4489,6.53,6.57,4.08
8896,1.01,Good,H,VS2,64.3,58.0,4489,6.27,6.2,4.01
8897,1.31,Premium,J,SI1,60.3,62.0,4490,7.12,7.04,4.26
8898,0.79,Premium,E,VVS1,62.8,60.0,4490,5.89,5.8,3.67
8899,1.07,Premium,F,SI2,60.8,58.0,4491,6.62,6.68,4.04
8900,1.07,Premium,I,VS2,60.7,58.0,4491,6.62,6.66,4.03
8901,1.08,Ideal,H,SI2,61.8,55.0,4491,6.57,6.6,4.07
8902,1.54,Good,J,I1,61.7,60.0,4492,7.26,7.32,4.5
8903,1.21,Premium,J,SI1,59.7,60.0,4492,6.9,6.93,4.13
8904,0.9,Ideal,I,VS1,60.9,60.0,4492,6.2,6.24,3.79
8905,0.9,Ideal,H,SI1,62.5,56.0,4492,6.14,6.18,3.85
8906,0.9,Ideal,H,SI1,62.1,56.0,4492,6.14,6.19,3.83
8907,0.8,Ideal,E,VVS2,61.4,57.0,4493,5.98,5.94,3.66
8908,0.9,Very Good,F,VS2,61.7,57.0,4493,6.17,6.21,3.82
8909,0.9,Good,F,VS2,62.7,59.0,4493,6.1,6.14,3.84
8910,1.0,Good,G,SI2,61.7,63.0,4493,6.36,6.37,3.93
8911,1.0,Premium,G,SI1,62.5,59.0,4493,6.35,6.29,3.95
8912,1.05,Ideal,I,SI1,61.0,57.0,4494,6.55,6.62,4.02
8913,1.07,Premium,H,SI2,61.2,60.0,4494,6.57,6.53,4.01
8914,1.07,Ideal,H,SI2,62.8,57.0,4494,6.58,6.5,4.11
8915,1.07,Premium,H,VS1,60.5,61.0,4494,6.67,6.59,4.01
8916,0.8,Very Good,E,VS1,62.4,54.0,4495,5.98,5.94,3.72
8917,1.07,Fair,E,SI2,62.2,66.0,4496,6.57,6.48,4.06
8918,1.09,Premium,H,SI2,,60.0,4496,6.57,6.59,4.06
8919,1.0,Good,E,SI2,63.3,58.0,4496,6.32,6.35,4.01
8920,1.0,Premium,E,SI2,62.7,58.0,4496,6.34,6.41,4.0
8921,1.0,Very Good,H,SI2,60.8,60.0,4496,6.44,6.49,3.93
8922,1.0,Good,I,SI1,61.0,60.0,4496,6.36,6.39,3.89
8923,1.01,Good,H,SI1,62.9,57.0,4496,6.27,6.36,3.97
8924,0.9,Very Good,D,SI1,62.3,58.0,4497,6.14,6.16,3.83
8925,0.71,Ideal,F,VVS2,61.6,56.0,4497,5.73,5.75,3.53
8926,1.11,Ideal,J,SI1,62.4,57.0,4497,6.57,6.6,4.11
8927,1.01,Premium,F,SI2,62.7,59.0,4497,6.4,6.35,4.0
8928,1.1,Premium,H,SI2,58.9,57.0,4497,6.86,6.82,4.03
8929,1.1,Good,I,SI1,63.7,59.0,4497,6.56,6.5,4.16
8930,1.01,Ideal,F,SI2,60.5,57.0,4497,6.53,6.49,3.94
8931,1.01,Premium,F,SI2,61.6,58.0,4497,6.4,6.39,3.94
8932,1.01,Premium,F,SI2,60.0,59.0,4497,6.61,6.48,3.93
8933,1.01,Premium,F,SI2,62.2,59.0,4497,6.45,6.41,4.0
8934,1.01,Premium,F,SI2,61.3,60.0,4497,6.43,6.4,3.93
8935,1.01,Ideal,F,SI2,62.5,55.0,4497,6.4,6.39,4.0
8936,1.01,Premium,F,SI2,62.8,60.0,4497,6.4,6.33,4.0
8937,1.01,Premium,F,SI2,62.4,58.0,4497,6.41,6.37,3.99
8938,1.01,Premium,F,SI2,62.6,60.0,4497,6.37,6.35,3.98
8939,1.01,Very Good,F,SI2,63.2,59.0,4497,6.38,6.35,4.02
8940,1.01,Premium,F,SI2,62.2,59.0,4497,6.42,6.38,3.98
8941,1.01,Premium,F,SI2,61.6,58.0,4497,6.45,6.4,3.96
8942,1.12,Very Good,H,SI2,60.9,60.0,4498,6.71,6.76,4.1
8943,1.12,Very Good,H,SI2,62.9,58.0,4498,6.55,6.62,4.14
8944,1.01,Very Good,G,SI2,,57.0,4498,,6.35,4.03
8945,0.9,Very Good,F,SI1,59.1,59.0,4498,6.3,6.35,3.74
8946,1.19,Good,J,SI1,59.8,64.0,4498,6.94,6.9,4.14
8947,1.19,Premium,I,SI2,62.6,58.0,4498,6.82,6.69,4.23
8948,1.19,Premium,I,SI2,60.1,59.0,4498,6.9,6.82,4.12
8949,1.19,Premium,I,SI2,59.5,59.0,4498,6.95,6.89,4.12
8950,1.19,Premium,J,SI1,63.0,54.0,4498,6.82,6.74,4.27
8951,1.0,Good,I,VS1,63.9,56.0,4499,6.18,6.37,4.01
8952,0.96,Ideal,F,SI2,60.9,60.0,4500,6.31,6.36,3.86
8953,0.9,Premium,E,VS2,62.2,59.0,4500,6.18,6.13,3.83
8954,1.02,Very Good,G,SI2,63.8,55.0,4501,6.37,6.4,4.07
8955,1.14,Good,G,SI2,63.7,58.0,4501,6.62,6.54,4.19
8956,1.02,Ideal,G,SI2,62.4,54.0,4501,6.39,6.47,4.02
8957,0.91,Good,F,VS1,63.1,59.0,4502,6.14,6.19,3.89
8958,1.2,Very Good,F,SI2,63.2,58.0,4502,6.78,6.74,4.27
8959,0.9,Premium,E,SI1,62.3,56.0,4502,6.21,6.14,3.85
8960,1.34,Premium,H,SI2,61.6,60.0,4502,7.05,6.97,4.32
8961,0.93,Good,G,VS1,63.8,59.0,4503,6.15,6.21,3.94
8962,0.9,Very Good,G,VS2,60.2,59.0,4503,6.22,6.28,3.76
8963,1.03,Premium,F,SI2,60.7,60.0,4503,6.47,6.52,3.94
8964,1.03,Very Good,F,SI2,61.4,57.0,4503,6.53,6.6,4.03
8965,1.03,Premium,F,SI2,61.6,58.0,4503,6.43,6.46,3.97
8966,1.03,Very Good,F,SI2,62.4,59.0,4503,6.38,6.45,4.0
8967,0.76,Very Good,F,VVS1,62.1,57.0,4504,5.8,5.83,3.61
8968,0.76,Very Good,F,VVS1,,58.0,4504,5.91,5.96,3.54
8969,0.9,Very Good,F,VS2,63.2,58.0,4504,6.11,6.16,3.88
8970,1.0,Good,F,SI1,63.6,62.0,4504,6.24,6.3,3.99
8971,1.0,Good,F,SI1,62.5,57.0,4504,6.28,6.39,3.96
8972,1.05,Ideal,H,SI2,61.9,56.0,4504,6.49,6.56,4.04
8973,1.0,Very Good,F,SI1,61.4,60.0,4504,6.35,6.38,3.91
8974,0.97,Very Good,G,SI1,61.0,59.0,4504,6.36,6.4,3.89
8975,1.01,Ideal,E,SI2,61.5,55.0,4504,6.45,6.49,3.98
8976,1.01,Good,G,SI1,63.8,56.0,4504,6.32,6.37,4.05
8977,0.9,Premium,D,VS2,58.7,62.0,4505,6.32,6.29,3.7
8978,1.01,Good,E,SI2,58.5,61.0,4506,6.51,6.55,3.82
8979,1.06,Very Good,I,SI1,60.2,59.0,4507,6.62,6.67,4.0
8980,1.04,Premium,F,SI2,62.6,58.0,4507,6.49,6.44,4.05
8981,1.19,Ideal,J,SI2,61.7,56.0,4508,6.8,6.85,4.21
8982,0.95,Ideal,H,SI1,61.9,56.0,4508,6.29,6.35,3.91
8983,0.9,Good,F,VS1,63.3,59.0,4508,6.03,6.07,3.83
8984,1.04,Very Good,F,SI2,63.1,60.0,4508,6.42,6.35,4.03
8985,1.15,Premium,H,SI2,62.4,57.0,4508,6.66,6.59,4.14
8986,1.36,Premium,G,I1,62.1,57.0,4509,7.11,7.06,4.4
8987,1.2,Ideal,J,SI2,59.1,62.0,4509,6.97,6.94,4.11
8988,1.01,Ideal,I,SI1,61.9,57.0,4509,6.4,6.5,3.98
8989,1.28,Ideal,G,I1,61.6,57.0,4509,6.96,6.93,4.28
8990,1.22,Premium,H,SI2,61.3,60.0,4509,6.87,6.81,4.19
8991,1.22,Premium,J,SI2,62.1,59.0,4509,6.82,6.77,4.22
8992,1.0,Good,H,SI1,61.0,61.0,4510,6.36,6.42,3.9
8993,1.05,Premium,G,SI1,59.1,57.0,4510,6.73,6.63,3.95
8994,0.91,Premium,G,VS1,60.9,54.0,4510,6.38,6.27,3.85
8995,1.04,Very Good,I,VS2,61.9,58.0,4511,6.47,6.55,4.03
8996,1.0,Ideal,I,VS2,62.5,55.0,4511,6.41,6.36,4.0
8997,0.93,Ideal,E,SI1,61.9,55.0,4511,6.26,6.31,3.89
8998,0.91,Good,E,SI1,63.5,57.0,4512,6.11,6.14,3.89
8999,0.91,Very Good,E,SI1,62.5,61.0,4512,6.1,6.19,3.84
9000,0.91,Good,E,SI1,63.1,58.0,4512,6.12,6.17,3.88
9001,1.01,Ideal,H,SI1,62.6,55.0,4513,6.42,6.36,4.0
9002,1.07,Ideal,D,SI2,61.4,56.0,4513,6.55,6.58,4.03
9003,1.14,Premium,D,SI2,62.4,58.0,4513,6.67,6.7,4.17
9004,0.93,Very Good,G,SI1,,56.0,4513,,6.26,3.85
9005,1.01,Premium,H,SI1,62.3,61.0,4513,6.39,6.32,3.96
9006,0.91,Ideal,E,SI1,61.2,58.0,4513,6.24,6.3,3.84
9007,1.01,Very Good,H,SI1,63.1,60.0,4513,6.41,6.37,4.03
9008,1.01,Premium,H,SI1,61.8,61.0,4513,6.47,6.4,3.98
9009,1.01,Premium,H,SI1,62.4,58.0,4513,6.41,6.35,3.98
9010,1.01,Premium,H,SI1,62.3,58.0,4513,6.42,6.35,3.98
9011,1.01,Premium,H,SI1,61.3,58.0,4513,6.47,6.39,3.94
9012,1.01,Very Good,H,SI1,63.5,62.0,4513,6.36,6.24,4.0
9013,0.91,Very Good,H,VS1,60.0,58.0,4514,6.29,6.38,3.8
9014,1.2,Very Good,I,SI2,60.3,57.0,4514,6.88,6.95,4.17
9015,1.2,Premium,J,SI1,60.7,60.0,4514,6.88,6.92,4.19
9016,0.9,Very Good,D,SI1,61.9,55.0,4514,6.18,6.22,3.84
9017,1.0,Very Good,H,VS2,63.3,60.0,4514,6.31,6.22,3.97
9018,1.0,Premium,H,VS2,60.2,62.0,4514,6.46,6.43,3.88
9019,1.0,Premium,H,VS2,58.9,56.0,4514,6.53,6.51,3.84
9020,1.0,Premium,H,VS2,58.4,60.0,4514,6.36,6.3,3.7
9021,0.9,Very Good,G,VS1,61.3,61.0,4515,6.15,6.25,3.8
9022,1.04,Ideal,H,SI1,61.9,57.0,4515,6.49,6.46,4.01
9023,1.04,Ideal,H,SI1,62.7,54.0,4515,6.51,6.47,4.07
9024,1.0,Very Good,I,VS1,63.3,55.0,4516,6.39,6.34,4.03
9025,1.05,Very Good,G,SI2,62.6,62.0,4516,6.45,6.49,4.05
9026,1.06,Very Good,H,SI2,62.4,54.0,4516,6.5,6.54,4.07
9027,1.06,Ideal,H,SI2,60.1,59.0,4516,6.58,6.67,3.98
9028,1.05,Ideal,I,SI1,62.1,59.0,4516,6.5,6.47,4.03
9029,0.27,Ideal,D,VVS2,61.5,56.0,586,4.15,4.18,2.56
9030,0.27,Ideal,I,VVS2,61.2,56.0,587,4.18,4.2,2.56
9031,0.41,Ideal,J,VS2,61.7,55.0,587,4.79,4.81,2.96
9032,0.36,Ideal,H,VS2,61.0,57.0,587,4.59,4.63,2.81
9033,0.36,Ideal,H,VS2,60.8,56.0,587,4.61,4.63,2.81
9034,0.36,Ideal,H,VS2,61.4,57.0,587,4.59,4.63,2.83
9035,0.36,Ideal,H,VS2,61.0,55.0,587,4.59,4.62,2.81
9036,0.36,Ideal,H,VS2,61.0,56.0,587,4.61,4.63,2.82
9037,0.36,Ideal,I,VS1,62.0,54.0,587,4.58,4.61,2.85
9038,0.31,Ideal,G,VS1,60.6,58.0,587,4.39,4.42,2.67
9039,0.38,Ideal,G,SI2,61.7,56.0,587,4.64,4.67,2.87
9040,0.39,Ideal,F,SI2,62.2,55.0,587,4.68,4.71,2.92
9041,0.27,Ideal,I,IF,60.5,57.0,587,4.2,4.22,2.55
9042,0.31,Very Good,E,VS1,,61.0,587,4.29,4.37,2.65
9043,0.3,Ideal,F,VS1,61.5,55.0,587,4.33,4.35,2.67
9044,0.39,Very Good,H,SI2,60.4,60.0,588,4.74,4.8,2.88
9045,0.33,Very Good,F,SI1,60.9,54.0,588,4.47,4.52,2.73
9046,0.4,Good,E,SI2,61.2,61.0,588,4.71,4.74,2.89
9047,0.28,Very Good,E,VS1,63.1,55.0,588,4.18,4.15,2.63
9048,0.35,Good,E,SI2,64.0,55.0,588,4.49,4.45,2.86
9049,0.34,Premium,I,SI1,61.7,56.0,589,4.54,4.51,2.79
9050,0.34,Premium,I,SI1,60.0,58.0,589,4.55,4.51,2.72
9051,0.34,Premium,I,SI1,60.4,56.0,589,4.56,4.54,2.75
9052,0.34,Ideal,I,SI1,61.9,57.0,589,4.52,4.49,2.79
9053,0.34,Ideal,I,SI1,60.2,57.0,589,4.54,4.5,2.72
9054,0.34,Ideal,I,SI1,62.8,57.0,589,4.45,4.43,2.79
9055,0.34,Ideal,I,SI1,61.9,57.0,589,4.48,4.44,2.76
9056,0.34,Ideal,I,SI1,62.4,56.0,589,4.49,4.45,2.79
9057,0.34,Ideal,I,SI1,,55.0,589,4.47,4.42,2.77
9058,0.32,Very Good,D,SI1,62.6,58.0,589,4.33,4.36,2.72
9059,0.9,Premium,I,IF,62.6,59.0,4516,6.15,6.12,3.84
9060,1.0,Fair,E,SI2,65.2,59.0,4516,6.28,6.27,4.09
9061,1.2,Ideal,J,SI2,62.5,57.0,4516,6.8,6.74,4.23
9062,1.28,Good,H,SI2,63.8,55.0,4516,6.84,6.79,4.35
9063,1.0,Fair,E,SI2,63.0,58.0,4516,6.35,6.26,3.97
9064,1.06,Good,J,VS2,63.5,60.1,4517,6.43,6.51,4.11
9065,1.02,Good,H,SI2,60.3,63.0,4517,6.45,6.49,3.9
9066,1.02,Very Good,H,SI1,58.4,62.0,4518,6.55,6.61,3.84
9067,1.01,Ideal,I,SI1,62.3,59.0,4518,6.41,6.37,3.98
9068,1.13,Premium,G,SI2,60.0,61.0,4518,6.78,6.71,4.05
9069,1.09,Premium,I,VS2,63.0,56.0,4519,6.61,6.57,4.15
9070,1.03,Ideal,H,SI1,62.3,56.0,4520,6.45,6.48,4.03
9071,1.03,Very Good,H,SI1,61.1,59.0,4520,6.5,6.56,3.99
9072,1.14,Premium,D,SI2,62.6,58.0,4520,6.64,6.58,4.14
9073,1.11,Ideal,H,SI2,61.3,60.0,4520,6.68,6.66,4.09
9074,1.0,Good,D,SI2,62.8,61.0,4520,6.31,6.36,3.98
9075,1.2,Very Good,G,SI1,63.4,55.0,4520,6.72,6.65,4.24
9076,0.83,Very Good,D,VS1,,59.0,4521,6.19,6.24,3.62
9077,1.08,Ideal,I,SI1,62.1,59.0,4521,6.57,6.53,4.07
9078,1.02,Good,H,SI2,61.4,60.0,4521,6.44,6.49,3.97
9079,0.9,Very Good,D,VS2,63.5,61.0,4521,6.16,6.09,3.89
9080,1.03,Ideal,E,SI2,62.5,56.0,4522,6.48,6.45,4.04
9081,1.03,Premium,E,SI2,61.0,60.0,4522,6.53,6.46,3.96
9082,1.07,Premium,G,SI2,62.0,59.0,4523,6.54,6.5,4.04
9083,1.11,Good,H,SI1,,58.0,4523,6.47,6.53,4.17
9084,1.2,Very Good,J,SI2,61.2,58.0,4523,6.77,6.82,4.16
9085,0.9,Very Good,D,SI1,64.2,55.0,4523,6.09,6.16,3.93
9086,0.9,Very Good,D,SI1,63.0,58.0,4523,6.11,6.14,3.86
9087,1.06,Ideal,H,SI2,62.7,57.0,4523,6.46,6.5,4.06
9088,0.9,Ideal,F,SI1,62.5,57.0,4523,6.13,6.15,3.84
9089,0.9,Ideal,D,SI1,62.1,57.0,4523,6.18,6.25,3.86
9090,0.91,Good,E,SI1,60.2,60.0,4523,6.17,6.26,3.74
9091,1.32,Premium,G,SI2,58.9,59.0,4524,7.25,7.18,4.25
9092,1.2,Premium,G,SI2,61.8,60.0,4524,6.85,6.78,4.21
9093,1.02,Very Good,E,SI1,63.1,57.0,4524,6.43,6.37,4.04
9094,1.08,Ideal,J,SI1,61.8,56.0,4524,6.58,6.55,4.06
9095,1.01,Premium,I,SI1,60.8,61.0,4525,6.47,6.43,3.92
9096,1.01,Fair,E,VS2,66.6,55.0,4525,6.27,6.2,4.15
9097,1.01,Very Good,I,SI1,63.2,54.0,4525,6.41,6.35,4.03
9098,1.01,Premium,G,SI2,61.9,60.0,4525,6.37,6.33,3.93
9099,1.01,Premium,G,SI1,63.0,58.0,4525,6.35,6.29,3.98
9100,0.93,Very Good,D,SI1,60.8,59.0,4527,6.24,6.27,3.8
9101,1.01,Very Good,D,SI2,62.0,59.0,4528,6.36,6.4,3.96
9102,1.0,Good,G,SI1,62.5,65.0,4528,6.24,6.31,3.92
9103,1.0,Good,G,SI1,61.6,62.0,4528,6.37,6.45,3.95
9104,1.05,Good,I,VS2,63.1,58.0,4529,6.42,6.47,4.07
9105,0.96,Premium,H,VS2,61.7,55.0,4529,6.36,6.31,3.91
9106,0.85,Premium,F,VVS2,61.2,60.0,4530,6.1,6.13,3.74
9107,1.04,Ideal,E,SI1,62.0,57.0,4530,6.47,6.5,4.02
9108,1.06,Ideal,I,VS2,62.3,56.0,4530,6.56,6.51,4.07
9109,0.9,Very Good,G,VS2,63.2,58.0,4531,6.11,6.17,3.88
9110,0.9,Ideal,G,VS1,61.6,56.3,4531,6.22,6.3,3.86
9111,0.9,Ideal,F,VS2,60.5,54.0,4531,6.22,6.17,3.75
9112,0.93,Very Good,E,SI1,63.1,57.0,4531,6.19,6.17,3.9
9113,1.02,Very Good,I,VS2,59.3,59.0,4532,6.56,6.6,3.9
9114,1.0,Very Good,E,SI2,63.2,56.0,4532,6.33,6.36,4.01
9115,1.11,Good,E,SI2,58.3,60.0,4532,6.76,6.83,3.96
9116,1.01,Premium,F,SI2,,60.0,4533,,6.42,3.94
9117,1.12,Very Good,I,SI2,61.2,59.0,4533,6.69,6.74,4.11
9118,0.93,Very Good,F,SI1,61.1,58.0,4534,6.26,6.3,3.84
9119,1.0,Fair,G,VVS2,66.9,55.0,4534,6.2,6.17,4.14
9120,0.96,Good,H,VS1,,54.0,4535,,,3.99
9121,1.13,Ideal,H,SI2,61.0,60.0,4535,6.73,6.69,4.09
9122,1.0,Good,E,SI1,63.5,62.0,4535,6.27,6.4,4.02
9123,0.91,Very Good,G,VS1,63.1,61.0,4536,6.13,6.07,3.85
9124,0.9,Premium,F,VS2,,55.0,4536,6.25,6.23,3.86
9125,1.13,Premium,I,SI1,61.8,59.0,4536,6.65,6.68,4.12
9126,1.2,Ideal,J,SI1,62.5,55.0,4536,6.84,6.79,4.26
9127,1.2,Premium,J,SI1,60.5,59.0,4536,6.84,6.79,4.12
9128,0.9,Fair,F,VS2,59.5,67.0,4536,6.29,6.24,3.73
9129,1.08,Ideal,H,SI2,61.0,57.0,4536,6.64,6.6,4.04
9130,1.08,Ideal,H,SI2,59.3,57.0,4536,6.74,6.71,3.99
9131,1.08,Ideal,H,SI2,60.4,57.0,4536,6.68,6.63,4.02
9132,1.0,Premium,H,VS2,61.9,61.0,4536,6.37,6.23,3.9
9133,1.1,Very Good,I,SI1,62.0,59.0,4537,6.54,6.59,4.07
9134,1.1,Premium,H,SI2,62.2,58.0,4537,6.6,6.69,4.13
9135,1.1,Ideal,H,SI2,62.0,55.0,4537,6.6,6.62,4.1
9136,1.1,Ideal,H,SI2,62.6,56.0,4537,6.57,6.65,4.14
9137,1.13,Very Good,H,SI2,59.8,59.0,4537,6.75,6.82,4.06
9138,1.13,Very Good,H,SI2,62.5,62.0,4537,6.59,6.66,4.14
9139,0.93,Very Good,E,SI1,62.5,58.0,4537,6.18,6.24,3.88
9140,1.1,Ideal,J,VS2,62.4,55.0,4537,6.59,6.64,4.13
9141,1.12,Very Good,H,SI2,62.4,55.0,4538,6.63,6.68,4.15
9142,1.0,Very Good,I,SI1,,56.0,4538,,,4.0
9143,1.01,Very Good,D,SI2,63.5,61.0,4538,6.37,6.33,4.03
9144,1.01,Fair,D,SI2,64.6,62.0,4538,6.26,6.21,4.03
9145,1.11,Ideal,H,SI2,63.5,60.0,4538,6.58,6.49,4.15
9146,1.11,Premium,H,SI2,59.8,60.0,4538,6.75,6.66,4.01
9147,1.01,Good,G,SI1,,64.0,4538,6.41,6.28,4.03
9148,1.09,Premium,D,SI2,62.8,56.0,4538,6.49,6.45,4.06
9149,1.1,Very Good,E,SI2,60.0,58.0,4539,6.72,6.75,4.04
9150,1.1,Very Good,E,SI2,60.9,60.0,4539,6.61,6.66,4.04
9151,1.0,Ideal,J,VS2,62.4,54.0,4539,6.4,6.46,4.01
9152,1.02,Ideal,H,SI1,61.6,57.0,4540,6.43,6.5,3.98
9153,0.9,Very Good,G,VS1,62.7,60.0,4540,6.06,6.13,3.82
9154,0.9,Good,G,VS1,63.6,58.0,4540,6.09,6.12,3.88
9155,0.9,Good,G,VS1,63.7,56.0,4540,6.07,6.15,3.89
9156,0.9,Very Good,G,VS1,62.3,60.0,4540,6.0,6.08,3.76
9157,1.02,Very Good,E,SI2,63.3,58.0,4540,6.31,6.4,4.02
9158,1.01,Very Good,E,SI2,60.0,60.0,4540,6.57,6.49,3.92
9159,1.0,Very Good,D,SI2,64.7,57.0,4541,6.29,6.36,4.09
9160,1.0,Good,D,SI2,64.5,59.0,4541,6.25,6.31,4.05
